 1 0.49 0.48 0.02 0.01 7.00 2.00   3.00  5.25
 2 0.59 0.38 0.02 0.01 7.00 2.00   3.00  4.00
 3 0.56 0.41 0.02 0.01 7.00 2.00   3.00  2.50
 4 0.55 0.42 0.02 0.01 7.00 2.00   3.00  4.50
 5 0.68 0.29 0.01 0.01 7.00 2.00   3.00  3.00
 6 0.51 0.46 0.02 0.01 7.00 2.00   3.00  5.00
 7 0.58 0.39 0.02 0.01 7.00 2.00   3.00  2.25
 8 0.62 0.36 0.02 0.01 7.00 2.00   3.00  3.75
